chr1	120931	121431	ENSG00000238009:U.N.N	14.16619398752127	-	0	0	500	0.0000000
chr1	149706	150206	ENSG00000241860:N.N.N	3.864152013613159	-	0	0	500	0.0000000
chr1	195410	195910	ENSG00000279457:N.N.N	13.49262620533182	-	0	0	500	0.0000000
chr1	359680	360180	ENSG00000228463:N.N.N	38.14520703346568	-	0	0	500	0.0000000
chr1	522927	523427	ENSG00000237094:N.N.N	18.05161656267725	-	0	0	500	0.0000000
chr1	628561	629061	ENSG00000225972:N.N.N	97.46880317640385	+	0	0	500	0.0000000
chr1	629139	629639	ENSG00000225630:N.N.N	98.25581395348837	+	0	0	500	0.0000000
chr1	630573	631073	ENSG00000237973:N.N.N	95.98695405558706	+	0	0	500	0.0000000
chr1	632256	632756	ENSG00000229344:N.N.N	84.74900737379467	+	0	0	500	0.0000000
chr1	633195	633695	ENSG00000248527:N.N.N	99.29807146908678	+	0	0	500	0.0000000
chr1	633875	634375	ENSG00000198744:D.N.N	97.81622234826999	+	0	0	500	0.0000000
chr1	778625	779125	ENSG00000228327:N.N.N	18.73936471922859	-	0	0	500	0.0000000
chr1	803433	803933	ENSG00000237491:N.N.N	16.48468519568917	+	0	0	500	0.0000000
chr1	827103	827603	ENSG00000228794:N.N.N	59.02580828133863	+	0	0	500	0.0000000
chr1	919691	920191	ENSG00000223764:D.U.D	0.6664775950085082	-	0	0	500	0.0000000
chr1	925230	925730	ENSG00000187634:D.U.D	0.1205331820760068	+	0	0	500	0.0000000
chr1	959255	959755	ENSG00000188976:N.N.N	12.3298355076574	-	0	0	500	0.0000000
chr1	960083	960583	ENSG00000187961:N.N.N	3.736528644356211	+	0	0	500	0.0000000
chr1	1000171	1000671	ENSG00000188290:U.N.N	8.189166193987521	-	0	0	500	0.0000000
chr1	1012996	1013496	ENSG00000187608:U.N.N	0.2906976744186047	+	0	0	500	0.0000000
chr1	1019619	1020119	ENSG00000188157:N.N.N	1.403857061826432	+	0	0	500	0.0000000
chr1	1062578	1063078	ENSG00000217801:U.D.N	76.3116846284742	+	0	0	500	0.0000000
chr1	1116080	1116580	ENSG00000131591:N.N.N	0.8791832104367555	-	0	0	500	0.0000000
chr1	1228792	1229292	ENSG00000078808:N.N.N	4.651162790697675	-	0	0	500	0.0000000
chr1	1231736	1232236	ENSG00000176022:N.N.N	45.08650028360749	+	0	0	500	0.0000000
chr1	1273832	1274332	ENSG00000160087:N.N.N	18.47702779353375	-	0	0	500	0.0000000
chr1	1307929	1308429	ENSG00000131584:N.N.N	2.828984685195689	-	0	0	500	0.0000000
chr1	1308096	1308596	ENSG00000169972:N.N.N	5.055303460011344	+	0	0	500	0.0000000
chr1	1324301	1324801	ENSG00000224051:N.N.N	4.154849688031764	+	0	0	500	0.0000000
chr1	1324686	1325186	ENSG00000127054:N.N.N	9.507941009642655	-	0	0	500	0.0000000
chr1	1349417	1349917	ENSG00000107404:U.N.N	1.531480431083381	-	0	0	500	0.0000000
chr1	1358542	1359042	ENSG00000162576:N.D.N	33.30969937606353	-	0	0	500	0.0000000
chr1	1375156	1375656	ENSG00000175756:N.N.N	5.346001134429949	-	0	0	500	0.0000000
chr1	1399071	1399571	ENSG00000224870:N.N.N	23.71667612024957	+	0	0	500	0.0000000
chr1	1399334	1399834	ENSG00000221978:N.N.N	19.18604651162791	-	0	0	500	0.0000000
chr1	1407292	1407792	ENSG00000242485:N.N.N	68.01616562677255	-	0	0	500	0.0000000
chr1	1408595	1409095	ENSG00000272455:N.N.N	20.3275666477595	+	0	0	500	0.0000000
chr1	1435189	1435689	ENSG00000179403:N.N.N	2.219228587634714	+	0	0	500	0.0000000
chr1	1471268	1471768	ENSG00000160072:N.N.N	3.226035167328417	+	0	0	500	0.0000000
chr1	1511674	1512174	ENSG00000197785:N.N.N	1.758366420873511	+	0	0	500	0.0000000
chr1	1574862	1575362	ENSG00000160075:N.N.N	58.38769143505389	-	0	0	500	0.0000000
chr1	1600134	1600634	ENSG00000228594:N.N.N	4.339194554736245	-	0	0	500	0.0000000
chr1	1614942	1615442	ENSG00000197530:N.N.N	0.09926262053318208	+	0	0	500	0.0000000
chr1	1615794	1616294	ENSG00000272106:N.N.N	53.21185479296653	-	0	0	500	0.0000000
chr1	1659011	1659511	ENSG00000248333:N.N.N	56.82785025524674	-	0	0	500	0.0000000
chr1	1692643	1693143	ENSG00000189339:N.N.N	31.14719228587635	-	0	0	500	0.0000000
chr1	1724323	1724823	ENSG00000008128:N.N.N	16.55558706749858	-	0	0	500	0.0000000
chr1	1745998	1746498	ENSG00000215790:N.N.N	17.33550765740215	-	0	0	500	0.0000000
chr1	1780068	1780568	ENSG00000008130:N.N.N	14.03148043108338	-	0	0	500	0.0000000
chr1	1891086	1891586	ENSG00000078369:N.N.N	73.63159387407828	-	0	0	500	0.0000000
chr1	1919278	1919778	ENSG00000178821:N.N.N	4.736245036868973	-	0	0	500	0.0000000
chr1	2049910	2050410	ENSG00000067606:N.N.N	12.35819625638117	+	0	0	500	0.0000000
